RespondentID,CollectorID,StartDate,EndDate,Please confirm that you are at least 18 years old. ,Please select the metro area you are located in. ,Please enter your ZIP code. ,,,Please assign grades to the state of California on six timely issues (click the skip button for issues where you don't want to assign a grade).,,,,,,Please grade the state of California on disaster preparedness (click the skip button if you don't want to assign a grade).,What issue should be included in the next report card and why is it important to Californians?,Gender,Age,Household Income,Education,Location (Census Region)
3117875793,50956032,3/11/14 20:52,3/11/14 20:54,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94618,,A+,B-,C-,C,A,A,C,"Infrastructure. Highways, bridges, etc",Male,> 60,"$25,000 - $49,999",Some college,Pacific
3117874896,50956032,3/11/14 20:52,3/11/14 20:53,I confirm that I am at least 18 years old.,San Jose Metro Area,,94536,,D-,B,D,C-,D-,D-,D+,,Female,45-60,"$150,000+",Associate or bachelor degree,Pacific
3117873086,50956032,3/11/14 20:51,3/11/14 20:55,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94519,,A,D+,C+,SKIP,B,A+,D,"What is the State of California doing for this generation of veterans - important because we owe veterans a duty; beyond which, we make a lot of defense money in this state and should make corporations that profit from war give back to its victims.",Female,45-60,"$50,000 - $99,999",Some college,Pacific
3117869862,50956032,3/11/14 20:50,3/11/14 20:50,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94122,,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,,Female,18-29,"$150,000+",Associate or bachelor degree,Pacific
3117868339,50956032,3/11/14 20:36,3/11/14 21:19,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94109,,C+,C+,D-,C+,B+,F,D+,,Female,30-44,"$50,000 - $99,999",Associate or bachelor degree,Pacific
3117868182,50955952,3/11/14 20:49,3/11/14 20:50,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95834,,F,B,B-,A,C,B,C,,Female,45-60,"$150,000+",Some college,Pacific
3117868100,50956072,3/11/14 20:49,3/11/14 20:50,I confirm that I am at least 18 years old.,San Jose Metro Area,,95120,,F,F,F,SKIP,SKIP,F,D,Taxes,Female,45-60,"$150,000+",Associate or bachelor degree,Pacific
3117865509,50956072,3/11/14 20:48,3/11/14 20:50,I confirm that I am at least 18 years old.,San Jose Metro Area,,95032,,A-,B+,D+,SKIP,A,A+,B+,water rights and distribution to southern california and golf courses also to orchards in the valley,Female,> 60,"$100,000 - $149,999",Associate or bachelor degree,Pacific
3117864162,50956072,3/11/14 20:47,3/11/14 20:48,I confirm that I am at least 18 years old.,San Jose Metro Area,,95125,,A+,A,F,SKIP,SKIP,A+,A,,Female,> 60,"$100,000 - $149,999",Associate or bachelor degree,Pacific
3117859215,50956072,3/11/14 20:45,3/11/14 20:46,I confirm that I am at least 18 years old.,San Jose Metro Area,,95125,,D,SKIP,B,SKIP,SKIP,SKIP,B,,Female,45-60,"$0 - $24,999",Associate or bachelor degree,Pacific
3117858305,50956072,3/11/14 20:45,3/11/14 20:46,I confirm that I am at least 18 years old.,San Jose Metro Area,,95112,,B,C-,B,,B,A-,B,"transportation, criminal justice",Male,45-60,"$150,000+",Graduate degree,Pacific
3117857474,50956032,3/11/14 20:44,3/11/14 20:45,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94547,,B+,B,C+,B-,B-,B-,B,,Male,45-60,"$50,000 - $99,999",Some college,Pacific
3117856699,50956072,3/11/14 20:44,3/11/14 20:50,I confirm that I am at least 18 years old.,San Jose Metro Area,,95112,,B+,F,F,SKIP,F,F,F,"Reduction of single occupant vehicle commuting. This is important because congestion is a drain on our economy, is NOT environmentally sustainable, and is unhealthy for our residents.",Female,30-44,"$25,000 - $49,999",Graduate degree,Pacific
3117855136,50956032,3/11/14 20:43,3/11/14 20:45,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94114,,A,D+,F,A+,C-,B+,B,Limit on tax perks given to big companies.,Male,45-60,"$25,000 - $49,999",Some college,Pacific
3117853622,50956032,3/11/14 20:43,3/11/14 20:45,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94127,,A,B,C,B,B+,A+,A,,Male,> 60,"$150,000+",Graduate degree,Pacific
3117852037,50956072,3/11/14 20:42,3/11/14 20:46,I confirm that I am at least 18 years old.,San Jose Metro Area,,95117,,SKIP,D,D,D,A-,A+,A-,Housing prices...some sort of aid in purchasing a house in the state you were born.,Female,18-29,"$50,000 - $99,999",Some college,Pacific
3117851530,50955952,3/11/14 20:42,3/11/14 20:44,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95626,,B+,C,C-,SKIP,SKIP,A,B,,Female,> 60,"$25,000 - $49,999",Some college,Pacific
3117845531,50956032,3/11/14 20:39,3/11/14 20:41,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94018,,B,C,C,SKIP,B,A,C,Fracking,Female,> 60,"$150,000+",Graduate degree,Pacific
3117842067,50956072,3/11/14 20:38,3/11/14 20:39,I confirm that I am at least 18 years old.,San Jose Metro Area,,95020,,C-,C-,C-,C-,C-,C-,C-,,Female,45-60,"$150,000+",Some college,Pacific
3117840155,50956072,3/11/14 20:37,3/11/14 20:42,I confirm that I am at least 18 years old.,San Jose Metro Area,,95112,,B,C,B,B,B-,C+,B+,"Unemployment as it is key to other issues of homelessness, physical/drug abuse, mental health issues,  etc.",Female,> 60,"$150,000+",Graduate degree,Pacific
3117839835,50956032,3/11/14 20:36,3/11/14 20:39,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94945,,SKIP,C,D,SKIP,C-,A+,A,I think you covered it.,Male,45-60,"$150,000+",Associate or bachelor degree,Pacific
3117837605,50956032,3/11/14 20:36,3/11/14 20:38,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94107,,SKIP,SKIP,SKIP,SKIP,C,C-,SKIP,,Female,45-60,"$150,000+",Associate or bachelor degree,Pacific
3117835998,50956072,3/11/14 20:35,3/11/14 20:37,I confirm that I am at least 18 years old.,San Jose Metro Area,,95051,,B+,C-,B,B,C,A+,SKIP,,Female,45-60,"$150,000+",Graduate degree,Pacific
3117832838,50956032,3/11/14 20:33,3/11/14 20:36,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94702,,SKIP,D,F,D,D,A,SKIP,,Female,18-29,"$50,000 - $99,999",Associate or bachelor degree,Pacific
3117830338,50956072,3/11/14 20:32,3/11/14 20:35,I confirm that I am at least 18 years old.,San Jose Metro Area,,95110,,C,D+,C-,D-,C,A-,B,"Energy production and reliance on fossil fuels... we need to invest more in solar/wind/alternative fuel, good for the economy too.",Female,45-60,"$100,000 - $149,999",Graduate degree,Pacific
3117826823,50956072,3/11/14 20:31,3/11/14 20:32,I confirm that I am at least 18 years old.,San Jose Metro Area,,95035,,A,B,B-,B-,A,A,B,,Female,30-44,"$0 - $24,999",Associate or bachelor degree,Pacific
3117825145,50956032,3/11/14 20:30,3/11/14 20:32,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94114,,A+,B+,C-,A-,C-,A+,B+,decriminalize marajuana,Male,> 60,"$50,000 - $99,999",Associate or bachelor degree,Pacific
3117819333,50956032,3/11/14 20:28,3/11/14 20:29,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94610,,A-,C+,C+,B+,B+,A,B,Economic equality....,Male,45-60,"$150,000+",Associate or bachelor degree,Pacific
3117817759,50956032,3/11/14 20:27,3/11/14 20:29,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94611,,F,C+,A+,F,C+,F,B,"Immigration, because uncontrolled it drains the state's resources unnecessarily on illegal immigrants.",Male,> 60,"$100,000 - $149,999",Graduate degree,Pacific
3117817384,50956032,3/11/14 20:27,3/11/14 20:28,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94110,,A-,C+,C+,C-,B,B,C-,,Female,18-29,"$150,000+",Associate or bachelor degree,Pacific
3117810291,50956072,3/11/14 20:24,3/11/14 20:26,I confirm that I am at least 18 years old.,San Jose Metro Area,,95008,,A-,C,C,C,B-,C,C+,,Female,45-60,"$150,000+",Associate or bachelor degree,Pacific
3117806729,50956032,3/11/14 20:22,3/11/14 20:24,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94110,,B+,C+,B-,B-,B,B+,B+,Public transportation because it is woefully underfunded and affects our environmental health and access to jobs across the Bay Area/State,Female,18-29,"$150,000+",Associate or bachelor degree,Pacific
3117799652,50956032,3/11/14 20:19,3/11/14 20:21,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94118,,A-,A-,SKIP,SKIP,C+,A-,B+,,Female,45-60,"$50,000 - $99,999",Associate or bachelor degree,Pacific
3117794839,50956032,3/11/14 20:17,3/11/14 20:20,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94109,,D+,C+,D,D-,F,F,C,"Do the state legislators and national politicians care about the people of California, or about their own comforts?",Male,> 60,"$0 - $24,999",Some college,Pacific
3117791603,50956032,3/11/14 20:16,3/11/14 20:18,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94501,,A-,C,B,F,C,D-,C,transportation infrastructure,Female,45-60,"$150,000+",Graduate degree,Pacific
3117786976,50956032,3/11/14 20:14,3/11/14 20:15,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94010,,C+,B-,D+,D+,A-,A-,B,,Female,30-44,"$50,000 - $99,999",Associate or bachelor degree,Pacific
3117785869,50956072,3/11/14 20:13,3/11/14 20:16,I confirm that I am at least 18 years old.,San Jose Metro Area,,951126,,B,C-,B-,C,A-,,C-,,Male,45-60,"$0 - $24,999",,Pacific
3117785697,50956072,3/11/14 20:13,3/11/14 20:15,I confirm that I am at least 18 years old.,San Jose Metro Area,,94043,,C+,C,B+,SKIP,C-,B+,SKIP,More information needed on water conservation/if we have anything to worry about regarding a water shortage.,Female,18-29,"$100,000 - $149,999",Graduate degree,Pacific
3117785549,50955952,3/11/14 20:13,3/11/14 20:16,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95670,,C,B-,B,C,C,F,SKIP,,Male,> 60,,Associate or bachelor degree,Pacific
3117778468,50956032,3/11/14 20:10,3/11/14 20:12,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94002,,A+,C,F,D,,F,D,Climate change,Male,> 60,"$50,000 - $99,999",Graduate degree,Pacific
3117776826,50956072,3/11/14 20:08,3/11/14 20:14,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94301,,B,C-,F,,,D,D,"Water usage, storagr and conservation because California is wasting its agricultural assets.",Female,45-60,"$100,000 - $149,999",Graduate degree,Pacific
3117776654,50956032,3/11/14 20:09,3/11/14 20:11,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94123,,C,C,C,D+,D+,B,B,Cost of living,Male,18-29,"$150,000+",Associate or bachelor degree,Pacific
3117775496,50956032,3/11/14 20:09,3/11/14 20:42,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94561,,B+,B+,C+,C+,A+,SKIP,B+,"welfare, affordable housing in California, wages, opportunities for jobs in the state.",Female,45-60,"$100,000 - $149,999",Associate or bachelor degree,Pacific
3117774687,50955952,3/11/14 20:08,3/11/14 20:14,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95818,,A-,B,B+,B,C,B+,B,"Homeless, mentally ill,, eldercare, water",Female,> 60,"$100,000 - $149,999",Associate or bachelor degree,Pacific
3117771465,50956072,3/11/14 20:07,3/11/14 20:08,I confirm that I am at least 18 years old.,San Jose Metro Area,,94301,,B-,D+,D+,A-,C,A+,C,,Male,18-29,"$100,000 - $149,999",Graduate degree,Pacific
3117768854,50956032,3/11/14 19:58,3/11/14 20:07,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94553,,A-,A+,A,B+,SKIP,SKIP,C-,,Female,45-60,"$150,000+",Associate or bachelor degree,Pacific
3117762261,50956032,3/11/14 20:03,3/11/14 20:05,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94131,,D,F,A,SKIP,C,A-,C-,taxes!,Female,30-44,"$150,000+",Associate or bachelor degree,Pacific
3117761657,50955952,3/11/14 20:03,3/11/14 20:05,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95815,,F,F,F,F,F,F,SKIP,,Female,45-60,"$50,000 - $99,999",Some college,Pacific
3117761502,50956072,3/11/14 20:03,3/11/14 20:05,I confirm that I am at least 18 years old.,San Jose Metro Area,,95134,,SKIP,SKIP,B-,SKIP,B+,A,B,Unemployment,Female,45-60,"$50,000 - $99,999",Some college,Pacific
3117760436,50955952,3/11/14 20:02,3/11/14 20:14,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95608,,SKIP,B,C-,SKIP,F,A+,A-,"Preservation/conservation of our land.  It is important to all of the states, but we need stricter laws to protect our lands and pursue felony criminal arrests for gross violators.  It is important as we have a beautiful state that needs to be conserved for our future.",Female,45-60,"$100,000 - $149,999",Some college,Pacific
3117757936,50956032,3/11/14 20:01,3/11/14 20:04,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94506,,F,C-,C-,SKIP,SKIP,SKIP,B-,Na,Male,30-44,"$150,000+",Graduate degree,Pacific
3117757016,50956072,3/11/14 20:01,3/11/14 20:03,I confirm that I am at least 18 years old.,San Jose Metro Area,,94087,,A-,B+,A-,SKIP,SKIP,C-,SKIP,"Environmental regulations and measures taken should be included, especially with the current drought and the ongoing threat of global warming",Female,18-29,"$150,000+",Associate or bachelor degree,Pacific
3117753816,50955952,3/11/14 20:00,3/11/14 20:02,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95831,,C,C,F,SKIP,SKIP,B,B-,Enforcement of tobacco-related regulations,Female,18-29,"$25,000 - $49,999",Associate or bachelor degree,Pacific
3117753576,50956032,3/11/14 19:59,3/11/14 20:03,I confirm that I am at least 18 years old.,San Jose Metro Area,,94587,,A,B+,C-,SKIP,D-,B,SKIP,,Female,> 60,"$25,000 - $49,999",Associate or bachelor degree,Pacific
3117752740,50956032,3/11/14 19:59,3/11/14 20:01,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94709,,A-,B,B-,B-,B-,A-,B,Fracking,Female,> 60,"$0 - $24,999",Graduate degree,Pacific
3117748026,50956032,3/11/14 19:57,3/11/14 19:58,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94551,,SKIP,F,F,SKIP,F,A+,A,,Female,30-44,"$150,000+",Graduate degree,Pacific
3117744686,50956072,3/11/14 19:56,3/11/14 19:58,I confirm that I am at least 18 years old.,San Jose Metro Area,,94087,,D+,B+,F,SKIP,F,SKIP,B-,high cost of living!,Male,45-60,"$150,000+",Associate or bachelor degree,Pacific
3117742358,50956032,3/11/14 19:55,3/11/14 20:02,I confirm that I am at least 18 years old.,San Jose Metro Area,,94550,,C,F,C,D+,C,C,C,"The ability for Medii-Cal patients to get the treatment and tests they need to live some what normal life. Refusal of needed diagnostic tests and only authorizing pain medications to make the patient more comforatable is not acceptable. Let's find out what is wrong, administer the appropiate medications and get this person back into the working world where they want to be.",Female,> 60,"$100,000 - $149,999",Associate or bachelor degree,Pacific
3117740089,50956072,3/11/14 19:54,3/11/14 19:55,I confirm that I am at least 18 years old.,San Jose Metro Area,,94303,,A+,SKIP,C+,B,B,A,SKIP,,Female,30-44,"$150,000+",Graduate degree,Pacific
3117737631,50956032,3/11/14 19:53,3/11/14 19:58,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94611,,A,B,B-,SKIP,B+,B+,B,"Public Transportation.  As the population of the state increases it is imperative that public transportation, both regional and statewide, is increased and improved for economic and environmental reasons.",Male,45-60,"$150,000+",Graduate degree,Pacific
3117734984,50956072,3/11/14 19:52,3/11/14 19:55,I confirm that I am at least 18 years old.,San Jose Metro Area,,95032,,A-,B,C+,SKIP,B,A-,C,"Drought, super-fast train between SoCal and NorCal, Smog, bike lanes/bike friendly cities",Female,45-60,"$25,000 - $49,999",Graduate degree,Pacific
3117725608,50956072,3/11/14 19:48,3/11/14 19:57,I confirm that I am at least 18 years old.,San Jose Metro Area,,95035,,C+,C-,D,SKIP,C,F,C+,"Housing and transportation. People with deep pockets (investors?) drive up home prices and make it impossible for people to like close to their jobs. They would not have to raise the minimum wage if it weren't so expensive to live here. Move somewhere cheaper? Sure, but there's no jobs there. Rents and home prices are so high due to the selfishness on the part of the buyers who create bubbles, and greed on the part of the sellers/landlords who keep hiking the rates because they can. Our transportation system is inefficient and impractical. You can't get there from here. Badly planned, and it doesn't go where the people are or need to be.",Female,45-60,"$50,000 - $99,999",Associate or bachelor degree,Pacific
3117721480,50956072,3/11/14 19:46,3/11/14 19:48,I confirm that I am at least 18 years old.,San Jose Metro Area,,95023,,A,A-,B+,C-,SKIP,B+,B+,Immigration reform,Female,30-44,"$25,000 - $49,999",Some college,Pacific
3117717615,50956032,3/11/14 19:45,3/11/14 19:46,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94619,,SKIP,C+,D+,D+,C+,B-,B+,Public Safety,Female,> 60,,Associate or bachelor degree,Pacific
3117715983,50956072,3/11/14 19:44,3/11/14 19:53,I confirm that I am at least 18 years old.,San Jose Metro Area,,95035,,B,C+,B-,C-,D,A-,C-,Quality of education and funding for CSU system.,Female,45-60,"$100,000 - $149,999",Associate or bachelor degree,Pacific
3117707377,50956032,3/11/14 19:27,3/11/14 19:43,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94545,,D+,D-,C,C,B-,B,C,,Female,30-44,"$50,000 - $99,999",Graduate degree,Pacific
3117705049,50956032,3/11/14 19:39,3/11/14 19:42,I confirm that I am at least 18 years old.,San Francisco Metro Area,,9456,,F,F,F,F,C-,B,C-,"California stage budget management.   Our taxes our spent horribly and irresponsibly,  we have a right to ensure our tax money goes to what we're told it is",Male,18-29,,Some college,Pacific
3117696998,50956032,3/11/14 19:36,3/11/14 19:37,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94602,,A,SKIP,SKIP,B,C,B+,SKIP,,Female,18-29,"$25,000 - $49,999",Associate or bachelor degree,Pacific
3117696906,50956072,3/11/14 19:36,3/11/14 19:37,I confirm that I am at least 18 years old.,San Jose Metro Area,,95070,,B+,C-,B,B,B,A,SKIP,Infrastructure,Female,45-60,"$150,000+",Associate or bachelor degree,Pacific
3117695991,50956032,3/11/14 19:35,3/11/14 19:38,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94610,,B,B+,C,SKIP,A+,A+,B,Agriculture sustenance,Female,30-44,"$100,000 - $149,999",Associate or bachelor degree,Pacific
3117692022,50956072,3/11/14 19:34,3/11/14 19:35,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94306,,B,B,F,F,F,C,F,,Male,45-60,"$150,000+",Less than high school degree,Pacific
3117683437,50955952,3/11/14 19:30,3/11/14 19:34,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95814,,B,D,A-,SKIP,A,D-,D+,Sirens for tornado warnings.  More information on what to do when tornado does touch down,Female,30-44,"$150,000+",Associate or bachelor degree,Pacific
3117683162,50956032,3/11/14 19:30,3/11/14 19:32,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94612,,A,C,D,SKIP,C,C,SKIP,animal welfare,Female,30-44,"$25,000 - $49,999",Associate or bachelor degree,Pacific
3117678588,50956072,3/11/14 19:28,3/11/14 19:31,I confirm that I am at least 18 years old.,San Jose Metro Area,,94301,,,C,F,A,F,C,D,Total lack of morality!!,Male,> 60,"$150,000+",Graduate degree,Pacific
3117674061,50956072,3/11/14 19:26,3/11/14 19:28,I confirm that I am at least 18 years old.,San Jose Metro Area,,94306,,SKIP,C+,B,C+,A+,A+,A-,Fiscal stability,Male,45-60,"$150,000+",Graduate degree,Pacific
3117670681,50956032,3/11/14 19:25,3/11/14 19:26,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94801,,B+,B-,B-,C,B,A,SKIP,,Female,45-60,"$50,000 - $99,999",Graduate degree,Pacific
3117654389,50956032,3/11/14 19:18,3/11/14 19:19,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94801,,B+,B+,B+,B,C+,B+,B-,,Female,> 60,"$150,000+",Graduate degree,Pacific
3117653758,50956032,3/11/14 19:18,3/11/14 19:19,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94110,,A,C,B,SKIP,A,A,A,I'm not sure,Female,18-29,"$50,000 - $99,999",Associate or bachelor degree,Pacific
3117640157,50956032,3/11/14 19:12,3/11/14 19:15,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94116,,C,C,B,A,A,A,B,,Female,45-60,"$150,000+",Graduate degree,Pacific
3117639597,50955952,3/11/14 19:12,3/11/14 19:13,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95742,,D,C-,D-,C-,B,A+,B-,,Female,30-44,"$100,000 - $149,999",Graduate degree,Pacific
3117625079,50956032,3/11/14 19:06,3/11/14 19:08,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94941,,D,F,SKIP,D-,SKIP,C+,SKIP,Don't know,Female,45-60,"$150,000+",Graduate degree,Pacific
3117618041,50956072,3/11/14 19:03,3/11/14 19:08,I confirm that I am at least 18 years old.,San Jose Metro Area,,95032,,B+,F,D,SKIP,SKIP,B,C-,1) Water management  2) Integration of transit SJ-SF-East Bay  3) Don't turn public highways to private corporate toll roads.,Female,45-60,"$100,000 - $149,999",Graduate degree,Pacific
